trip_id,rider_id,distance_km,duration_min,fare_amount,ride_date,surge_flag,hour,day_of_week,month,zone_name,population_density,traffic_index,avg_speed_kmph,zone_type,traffic_level,payment_mode_Cash,payment_mode_Credit Card,payment_mode_UPI,payment_mode_Wallet,zone_Zone_1,zone_Zone_10,zone_Zone_2,zone_Zone_3,zone_Zone_4,zone_Zone_5,zone_Zone_6,zone_Zone_7,zone_Zone_8,zone_Zone_9,fare_log,distance_log,duration_sqrt,is_peak_hour,name,age,gender,city,signup_date,total_rides,cancelled_rides,avg_rating,ride_frequency,avg_ride_distance,avg_ride_fare,days_since_signup,ride_cancellation_rate
T00334,R0178,11.0,61.05,200.36,2024-01-27,0,0,5,1,Zone_10,2440,1.54,35.4,Industrial,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,5.30509435082706,2.4849066497880004,7.813449942247022,0,Saanvi Ghosh,27,1,Delhi,2021-05-15,56,7,3.13,Low,1.1296428571428572,18.581071428571427,1914,0.125
T00335,R0170,0.11,1.02,3.27,2024-05-14,1,0,1,5,Zone_2,6371,0.91,58.4,Residential,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1.451613827240533,0.10436001532424277,1.0099504938362078,0,Saanvi Kumar,29,2,Bengaluru,2020-05-20,28,3,3.68,Low,1.9110714285714285,33.70392857142857,2274,0.10714285714285714
T00336,R0224,3.47,17.54,72.48,2023-01-08,0,0,6,1,Zone_2,6371,0.91,58.4,Residential,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,4.297013260346925,1.4973884086254776,4.188078318274385,0,Ishaan Sharma,29,0,Ahmedabad,2020-08-04,200,1,4.31,Medium,0.20855,2.5707,2198,0.005
T00337,R0115,13.21,99.53,292.15,2024-05-15,0,0,2,5,Zone_8,4516,1.93,31.0,Business,1.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,5.680684423410224,2.6539459421090092,9.976472322419383,0,Aarav Ghosh,40,0,Bengaluru,2020-03-01,170,15,4.4,Medium,0.49105882352941177,8.388058823529413,2354,0.08823529411764706
T00338,R0136,2.52,16.42,53.39,2023-02-11,0,0,5,2,Zone_1,4921,2.43,30.9,Residential,2.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,3.9961803134348695,1.2584609896100056,4.052159917870962,0,Diya Ghosh,34,1,Hyderabad,2019-01-19,339,11,3.82,High,0.0792330383480826,1.0111799410029498,2761,0.032448377581120944
T00339,R0152,8.48,84.12,165.16,2024-05-08,0,0,2,5,Zone_5,2590,1.31,43.9,Business,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,5.112951179567857,2.2491843162669305,9.171695590238482,0,Arjun Patel,34,0,Bengaluru,2021-05-04,143,24,3.91,Low,0.3393706293706294,6.395524475524475,1925,0.16783216783216784
T00340,R0223,12.0,90.38,197.57,2023-09-14,0,0,3,9,Zone_1,4921,2.43,30.9,Residential,2.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,5.2911416827989415,2.5649493574615367,9.506839643120104,0,Meera Ghosh,30,0,Surat,2019-11-29,158,10,4.04,Low,0.3569620253164557,6.248164556962026,2447,0.06329113924050633
T00341,R0054,15.63,117.8,255.15,2023-08-12,0,0,5,8,Zone_5,2590,1.31,43.9,Business,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,5.5457632103852115,2.8112082932048366,10.853570840972107,0,Meera Iyer,25,2,Mumbai,2021-06-30,267,22,3.58,Medium,0.05853932584269663,0.9556179775280899,1868,0.08239700374531835
T00342,R0105,3.4,31.54,36.83,2023-02-12,0,0,6,2,Zone_5,2590,1.31,43.9,Business,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,3.6331024386449378,1.4816045409242156,5.616048432839588,0,Diya Das,31,0,Jaipur,2020-09-28,346,9,3.69,High,0.27514450867052026,3.7604624277456646,2143,0.02601156069364162
T00343,R0232,4.88,42.08,121.38,2024-06-08,1,0,5,6,Zone_7,11070,0.64,45.2,Industrial,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,4.807130958034395,1.7715567619105355,6.486909896090742,0,Meera Das,38,1,Jaipur,2022-12-08,172,15,3.94,Medium,0.541860465116279,8.667674418604651,1342,0.0872093023255814
T00344,R0036,17.02,161.82,174.34,2023-08-24,0,0,3,8,Zone_8,4516,1.93,31.0,Business,1.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,5.1667269461604395,2.8914822521801917,12.720849028268514,0,Aadhya Das,30,0,Surat,2022-03-16,177,15,4.9,Medium,0.36819209039548023,5.884293785310734,1609,0.0847457627118644
T00345,R0174,7.87,67.67,133.1,2023-01-22,0,0,6,1,Zone_9,11037,1.83,56.1,Mixed,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,4.898585790287632,2.1826747963214883,8.226177727231525,0,Aadhya Patel,32,1,Kolkata,2019-02-07,320,7,3.8,Medium,0.1941875,2.88059375,2742,0.021875
T00346,R0051,4.32,22.26,93.22,2023-05-04,0,0,3,5,Zone_1,4921,2.43,30.9,Residential,2.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,4.545632473271895,1.6714733033535532,4.71805044483418,0,Aarav Nair,21,1,Kolkata,2020-04-05,213,14,4.02,Medium,0.2778403755868545,5.169107981220657,2319,0.06572769953051644
T00347,R0140,4.41,35.96,40.09,2023-02-08,0,0,2,2,Zone_4,4038,2.46,48.2,Business,2.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,3.7157647828953184,1.6882490928583902,5.99666574022598,0,Aadhya Nair,29,0,Delhi,2020-04-17,499,45,4.92,High,0.06975951903807616,1.2386973947895792,2307,0.09018036072144289
T00348,R0155,3.14,26.64,33.21,2023-06-30,0,0,4,6,Zone_3,12971,2.11,38.0,Business,2.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,3.5325179989895132,1.420695787837223,5.1613951602255765,0,Meera Reddy,23,1,Hyderabad,2019-02-10,353,8,3.14,High,0.17254957507082153,2.639405099150142,2739,0.0226628895184136
T00349,R0018,5.8,30.14,46.49,2023-04-28,0,0,4,4,Zone_9,11037,1.83,56.1,Mixed,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3.8605191625610304,1.916922612182061,5.489990892524322,0,Aarav Reddy,49,0,Delhi,2023-01-09,446,86,3.29,High,0.12150224215246637,2.3415470852017934,1310,0.19282511210762332
T00350,R0184,13.44,90.43,219.56,2023-10-19,0,0,3,10,Zone_1,4921,2.43,30.9,Residential,2.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,5.396169766715541,2.67000213346468,9.509468965194639,0,Meera Nair,29,0,Surat,2020-03-04,285,27,3.97,Medium,0.24266666666666664,4.2551578947368425,2351,0.09473684210526316
T00351,R0278,12.44,86.85,295.14,2024-05-17,0,0,4,5,Zone_7,11070,0.64,45.2,Industrial,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,5.690832315480573,2.5982353350950036,9.31933474020544,0,Aarav Reddy,20,0,Mumbai,2021-09-02,382,58,4.27,High,0.25536649214659685,5.527120418848168,1804,0.1518324607329843
T00352,R0190,2.13,11.74,23.56,2024-07-31,0,0,2,7,Zone_1,4921,2.43,30.9,Residential,2.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,3.2011191032789417,1.1410330045520618,3.4263683398023628,0,Saanvi Iyer,35,2,Surat,2020-09-25,274,47,4.12,Medium,0.25543795620437953,4.08,2146,0.17153284671532848
T00353,R0066,9.07,47.59,170.17,2023-06-11,0,0,6,6,Zone_1,4921,2.43,30.9,Residential,2.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,5.142657214707572,2.309560706730471,6.898550572402873,0,Arjun Patel,38,0,Bengaluru,2022-06-03,167,28,4.72,Medium,0.25431137724550895,3.449940119760479,1530,0.16766467065868262
T00354,R0094,5.99,57.23,112.32,2023-10-03,0,0,1,10,Zone_5,2590,1.31,43.9,Business,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,4.730215674962316,1.944480556245719,7.565051222562872,0,Diya Iyer,41,2,Delhi,2023-04-13,480,62,4.87,High,0.09941666666666667,1.5616666666666668,1216,0.12916666666666668
T00355,R0042,11.91,74.32,100.52,2024-07-01,0,0,0,7,Zone_3,12971,2.11,38.0,Business,2.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,4.620255823406132,2.558002204858551,8.620904824900922,0,Arjun Reddy,18,0,Chennai,2021-05-20,23,4,3.03,Low,2.0069565217391303,32.10782608695652,1909,0.17391304347826086
T00356,R0252,7.22,71.74,179.88,2023-01-30,1,0,0,1,Zone_6,14627,0.54,37.6,Mixed,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5.197833827969714,2.1065702090680882,8.469946871143879,0,Reyansh Gupta,38,2,Ahmedabad,2020-09-23,392,47,4.83,High,0.25614795918367345,4.290943877551021,2148,0.11989795918367346
T00357,R0070,9.86,84.18,174.1,2023-02-03,0,0,4,2,Zone_2,6371,0.91,58.4,Residential,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,5.165357239291806,2.3850863145057892,9.174965939991276,0,Meera Reddy,33,1,Bengaluru,2023-01-03,310,6,3.54,Medium,0.2897096774193548,5.337709677419355,1316,0.01935483870967742
T00358,R0262,7.21,64.54,104.14,2023-10-29,0,0,6,10,Zone_4,4038,2.46,48.2,Business,2.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,4.655292795391302,2.105352923464337,8.033679107357974,0,Meera Singh,30,1,Ahmedabad,2019-04-21,6,0,3.35,Low,9.936666666666667,161.22666666666666,2669,0.0
T00359,R0266,2.94,23.28,30.06,2024-01-22,0,0,0,1,Zone_6,14627,0.54,37.6,Mixed,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,3.435920817720541,1.3711807233098425,4.824935232725927,0,Diya Reddy,29,2,Chennai,2020-09-25,98,13,3.9,Low,0.7445918367346939,12.729081632653061,2146,0.1326530612244898
T00360,R0135,8.24,46.06,136.7,2024-08-06,0,0,1,8,Zone_8,4516,1.93,31.0,Business,1.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,4.925077405734609,2.2235418856535927,6.786751800382861,0,Reyansh Patel,38,0,Ahmedabad,2022-02-24,153,8,3.47,Low,0.4352941176470588,6.4845098039215685,1629,0.05228758169934641
T00361,R0205,1.64,12.3,18.88,2024-04-13,0,0,5,4,Zone_8,4516,1.93,31.0,Business,1.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2.989714201228428,0.9707789171582248,3.5071355833500366,0,Diya Singh,31,2,Surat,2019-05-12,100,14,4.66,Low,0.25549999999999995,2.659,2648,0.14
T00362,R0011,11.74,95.8,271.65,2024-04-20,0,0,5,4,Zone_8,4516,1.93,31.0,Business,1.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,5.60818892137207,2.5447466501440172,9.787747442593725,0,Vivaan Nair,26,1,Chennai,2020-04-14,208,34,4.0,Medium,0.4276923076923077,7.8547115384615385,2310,0.16346153846153846
T00363,R0163,4.6,41.6,101.86,2023-01-09,0,0,0,1,Zone_9,11037,1.83,56.1,Mixed,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,4.63336884034677,1.7227665977411035,6.44980619863884,0,Kavya Gupta,33,2,Ahmedabad,2020-02-20,302,21,3.56,Medium,0.06221854304635761,1.0750993377483444,2364,0.0695364238410596
T00364,R0289,4.97,39.77,98.47,2023-10-20,0,0,4,10,Zone_2,6371,0.91,58.4,Residential,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,4.599856091164322,1.7867469274045107,6.3063460101710245,0,Aarav Gupta,21,2,Chennai,2021-09-30,322,14,4.17,Medium,0.2053726708074534,3.8337888198757764,1776,0.043478260869565216
T00365,R0025,7.96,43.83,195.74,2024-03-19,1,0,1,3,Zone_6,14627,0.54,37.6,Mixed,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,5.281883060084612,2.192770226986839,6.620422947214173,0,Meera Das,21,0,Mumbai,2021-10-22,42,3,4.01,Low,1.125,17.129285714285714,1754,0.07142857142857142
T00366,R0096,10.89,105.07,117.8,2024-01-16,0,0,1,1,Zone_6,14627,0.54,37.6,Mixed,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,4.777441406928545,2.4756977107026903,10.250365847129554,0,Reyansh Das,40,0,Kolkata,2019-12-28,121,3,4.46,Low,0.2265289256198347,2.933471074380165,2418,0.024793388429752067
T00367,R0289,7.15,66.44,145.31,2024-05-24,0,0,4,5,Zone_2,6371,0.91,58.4,Residential,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,4.985727658390071,2.0980179272527715,8.151073548925932,0,Aarav Gupta,21,2,Chennai,2021-09-30,322,14,4.17,Medium,0.2053726708074534,3.8337888198757764,1776,0.043478260869565216
T00368,R0046,16.21,93.77,326.52,2024-04-29,0,0,0,4,Zone_5,2590,1.31,43.9,Business,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,5.791549121912979,2.845490610223448,9.683491106000975,0,Vivaan Singh,31,0,Kolkata,2019-08-16,31,4,3.87,Low,2.581290322580645,41.82,2552,0.12903225806451613
T00369,R0176,16.24,81.44,229.65,2024-07-10,0,0,2,7,Zone_3,12971,2.11,38.0,Business,2.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,5.440901410003829,2.847232265235547,9.024411338142782,0,Kavya Gupta,43,1,Mumbai,2019-05-24,260,13,3.95,Medium,0.3502307692307692,6.3002692307692305,2636,0.05
T00370,R0263,16.58,129.55,182.4,2023-07-30,0,0,6,7,Zone_8,4516,1.93,31.0,Business,1.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,5.211669559822364,2.866761892257031,11.382003338604326,0,Ishaan Das,31,2,Chennai,2020-12-30,297,21,3.84,Medium,0.3522558922558922,5.2110101010101015,2050,0.0707070707070707
T00371,R0122,6.83,37.86,114.4,2023-04-09,0,0,6,4,Zone_2,6371,0.91,58.4,Residential,0.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,4.748404354073999,2.057962510002712,6.153048025166064,0,Ishaan Patel,27,0,Kolkata,2022-11-22,324,17,4.98,Medium,0.05098765432098765,1.0863888888888888,1358,0.05246913580246913
T00372,R0039,0.59,3.19,9.63,2023-08-02,0,0,2,8,Zone_5,2590,1.31,43.9,Business,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2.363680192353857,0.4637340162321401,1.786057109949175,0,Aadhya Iyer,24,1,Chennai,2023-11-18,190,14,4.2,Medium,0.17821052631578946,2.674,997,0.07368421052631578
T00373,R0056,14.1,122.83,199.13,2024-04-20,0,0,5,4,Zone_7,11070,0.64,45.2,Industrial,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,5.2989671553895334,2.714694743820879,11.08286966448672,0,Meera Patel,40,2,Hyderabad,2021-02-26,93,13,3.25,Low,0.7120430107526882,9.976236559139785,1992,0.13978494623655913
T00374,R0168,5.92,56.52,144.08,2023-02-27,1,0,0,2,Zone_8,4516,1.93,31.0,Business,1.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,4.977285314414702,1.9344157696295783,7.517978451685001,0,Diya Das,23,1,Pune,2019-10-08,471,74,4.03,High,0.0743524416135881,1.2087261146496815,2499,0.15711252653927812
T00375,R0129,8.19,65.45,127.35,2023-11-11,0,0,5,11,Zone_2,6371,0.91,58.4,Residential,0.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,4.854760907317149,2.2181159363675955,8.090117428072352,0,Vivaan Singh,35,1,Hyderabad,2022-10-08,158,10,3.9,Low,0.5688607594936709,9.54620253164557,1403,0.06329113924050633
T00376,R0110,11.14,68.08,170.22,2024-05-07,0,0,1,5,Zone_1,4921,2.43,30.9,Residential,2.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,5.142949279314339,2.4965057856313524,8.251060537894507,0,Vivaan Patel,19,0,Kolkata,2023-02-04,224,28,4.43,Medium,0.26571428571428574,4.226249999999999,1284,0.125
T00377,R0197,0.02,0.19,3.27,2024-03-11,1,0,0,3,Zone_4,4038,2.46,48.2,Business,2.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.451613827240533,0.019802627296179712,0.43588989435406733,0,Saanvi Das,29,0,Bengaluru,2020-10-08,475,87,3.87,High,0.14964210526315788,2.048421052631579,2133,0.1831578947368421
T00378,R0053,16.15,86.4,233.26,2023-06-30,0,0,4,6,Zone_6,14627,0.54,37.6,Mixed,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,5.4564316096417285,2.8419981736119486,9.2951600308978,0,Arjun Reddy,45,0,Delhi,2019-09-16,63,7,4.85,Low,0.6984126984126984,11.318095238095237,2521,0.1111111111111111
T00379,R0288,12.37,74.24,206.15,2023-04-21,0,0,4,4,Zone_5,2590,1.31,43.9,Business,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,5.333443168523411,2.5930133911138515,8.616263691415206,0,Diya Ghosh,42,1,Ahmedabad,2021-08-30,43,5,4.56,Low,1.2111627906976743,18.50232558139535,1807,0.11627906976744186
T00380,R0095,9.76,91.81,107.79,2024-06-20,0,0,3,6,Zone_3,12971,2.11,38.0,Business,2.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,4.689419418432991,2.3758355547336385,9.581753492967767,0,Kavya Iyer,29,0,Chennai,2020-10-07,481,77,4.26,High,0.23856548856548856,3.907713097713098,2134,0.1600831600831601
T00381,R0184,12.45,65.64,223.92,2023-01-16,0,0,0,1,Zone_10,2440,1.54,35.4,Industrial,1.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,5.415744783424001,2.598979106047848,8.101851640211638,0,Meera Nair,29,0,Surat,2020-03-04,285,27,3.97,Medium,0.24266666666666664,4.2551578947368425,2351,0.09473684210526316
T00382,R0012,10.78,83.18,92.76,2023-05-25,0,0,3,5,Zone_7,11070,0.64,45.2,Industrial,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,4.540738325828703,2.4664031782234406,9.120307012376283,0,Aarav Das,31,0,Hyderabad,2022-01-19,248,11,3.31,Medium,0.11737903225806451,1.4224193548387096,1665,0.04435483870967742
T00383,R0195,8.58,81.92,159.71,2023-11-28,0,0,1,11,Zone_6,14627,0.54,37.6,Mixed,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,5.0796014985609785,2.259677591982769,9.050966799187808,0,Aadhya Reddy,33,1,Kolkata,2021-05-27,72,10,4.97,Low,0.9766666666666668,14.502361111111112,1902,0.1388888888888889
T00384,R0067,6.46,58.17,128.32,2023-01-28,0,0,5,1,Zone_4,4038,2.46,48.2,Business,2.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4.862289952857232,2.0095554142156695,7.626925986267338,0,Saanvi Iyer,32,1,Pune,2022-07-24,348,9,3.38,High,0.32491379310344826,5.3069252873563215,1479,0.02586206896551724
T00385,R0110,4.3,21.99,82.52,2024-04-30,0,0,1,4,Zone_3,12971,2.11,38.0,Business,2.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,4.425086124134329,1.667706820558076,4.689349635077342,0,Vivaan Patel,19,0,Kolkata,2023-02-04,224,28,4.43,Medium,0.26571428571428574,4.226249999999999,1284,0.125
T00386,R0009,9.44,90.19,229.79,2023-08-08,1,0,1,8,Zone_2,6371,0.91,58.4,Residential,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,5.441508206138953,2.3456445824544927,9.496841580230766,0,Diya Patel,42,0,Ahmedabad,2019-12-15,172,21,4.11,Medium,0.37720930232558136,5.327848837209302,2431,0.12209302325581395
T00387,R0275,9.81,51.13,99.7,2024-03-04,0,0,0,3,Zone_3,12971,2.11,38.0,Business,2.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,4.612145799724517,2.3804716316511167,7.150524456289903,0,Ishaan Das,21,2,Jaipur,2022-10-04,247,17,3.07,Medium,0.13704453441295547,1.3201214574898787,1407,0.06882591093117409
T00388,R0112,13.42,97.7,132.57,2024-08-07,0,0,2,8,Zone_7,11070,0.64,45.2,Industrial,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,4.8946256849890135,2.668616131856803,9.884331034521255,0,Meera Nair,41,0,Delhi,2020-11-13,311,11,3.24,Medium,0.28787781350482317,3.6986173633440513,2097,0.03536977491961415
T00389,R0198,9.0,71.82,152.12,2023-05-25,0,0,3,5,Zone_3,12971,2.11,38.0,Business,2.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,5.031221927704644,2.302585092994046,8.474668135095321,0,Vivaan Kumar,31,2,Mumbai,2021-12-10,202,23,3.85,Medium,0.19361386138613862,2.9134158415841584,1705,0.11386138613861387
T00390,R0296,3.73,22.49,81.24,2024-01-10,0,0,2,1,Zone_10,2440,1.54,35.4,Industrial,1.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,4.409641801706855,1.5539252025038417,4.742362280551751,0,Reyansh Patel,37,2,Hyderabad,2021-02-20,390,58,3.97,High,0.20374358974358978,3.349897435897436,1998,0.14871794871794872
T00391,R0094,0.12,0.86,3.27,2024-05-15,1,0,2,5,Zone_2,6371,0.91,58.4,Residential,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1.451613827240533,0.11332868530700317,0.9273618495495703,0,Diya Iyer,41,2,Delhi,2023-04-13,480,62,4.87,High,0.09941666666666667,1.5616666666666668,1216,0.12916666666666668
T00392,R0014,7.36,66.1,171.59,2023-05-07,0,0,6,5,Zone_1,4921,2.43,30.9,Residential,2.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,5.150918839543312,2.1234584270966104,8.130190649671137,0,Aarav Das,26,0,Ahmedabad,2021-06-08,325,53,3.0,High,0.1298153846153846,2.710769230769231,1890,0.16307692307692306
T00393,R0173,7.86,54.7,159.7,2023-06-03,0,0,5,6,Zone_7,11070,0.64,45.2,Industrial,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,5.0795392727434665,2.1815467646169897,7.395944834840239,0,Saanvi Ghosh,26,2,Mumbai,2020-01-15,389,55,4.28,High,0.1286375321336761,2.2145758354755785,2400,0.14138817480719795
T00394,R0068,7.51,70.61,110.17,2023-05-28,0,0,6,5,Zone_4,4038,2.46,48.2,Business,2.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,4.711060561245524,2.1412419425852827,8.402975663418287,0,Meera Singh,30,0,Ahmedabad,2022-08-31,456,70,4.97,High,0.15745614035087718,2.4136622807017547,1441,0.15350877192982457
T00395,R0051,0.35,2.22,3.27,2024-08-15,0,0,3,8,Zone_9,11037,1.83,56.1,Mixed,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1.451613827240533,0.3001045924503381,1.489966442575134,0,Aarav Nair,21,1,Kolkata,2020-04-05,213,14,4.02,Medium,0.2778403755868545,5.169107981220657,2319,0.06572769953051644
T00396,R0208,13.37,91.14,196.06,2023-01-22,0,0,6,1,Zone_3,12971,2.11,38.0,Business,2.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,5.283508250894329,2.6651427000909336,9.546727187890099,0,Aadhya Iyer,24,2,Chennai,2020-01-08,356,53,4.75,High,0.13882022471910113,1.691376404494382,2407,0.14887640449438203
T00397,R0256,13.36,71.18,261.94,2024-07-08,0,0,0,7,Zone_1,4921,2.43,30.9,Residential,2.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,5.571925869268458,2.664446563620078,8.436824046997781,0,Aadhya Sharma,31,0,Delhi,2021-03-25,265,8,3.65,Medium,0.15641509433962264,2.8445283018867924,1965,0.03018867924528302
T00398,R0124,3.88,37.71,93.97,2023-10-02,1,0,0,10,Zone_10,2440,1.54,35.4,Industrial,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,4.553561052254861,1.5851452198650557,6.140846847137616,0,Aadhya Das,37,2,Hyderabad,2022-06-09,419,25,3.59,High,0.10162291169451074,1.5354415274463007,1524,0.059665871121718374
T00399,R0129,12.03,83.87,251.96,2024-06-25,0,0,1,6,Zone_6,14627,0.54,37.6,Mixed,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,5.533231373461162,2.567254391136754,9.158056562393574,0,Vivaan Singh,35,1,Hyderabad,2022-10-08,158,10,3.9,Low,0.5688607594936709,9.54620253164557,1403,0.06329113924050633
T00400,R0254,12.76,94.88,248.24,2024-01-01,0,0,0,1,Zone_3,12971,2.11,38.0,Business,2.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,5.518416287676021,2.6217658325051976,9.740636529508736,0,Meera Kumar,18,1,Delhi,2020-03-09,363,70,3.68,High,0.2269146005509642,3.346005509641873,2346,0.1928374655647383
T00401,R0273,8.19,69.1,106.28,2024-01-29,0,0,0,1,Zone_2,6371,0.91,58.4,Residential,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,4.675442238973423,2.2181159363675955,8.312640976248161,0,Aadhya Nair,43,1,Delhi,2022-09-17,289,48,3.76,Medium,0.2589965397923875,3.313044982698962,1424,0.16608996539792387
T00402,R0258,3.26,29.49,44.3,2024-06-20,0,0,3,6,Zone_6,14627,0.54,37.6,Mixed,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,3.8133070324889884,1.449269160281279,5.430469592954186,0,Vivaan Nair,32,0,Jaipur,2020-01-29,313,39,3.76,Medium,0.09338658146964858,1.5953674121405752,2386,0.12460063897763578
T00403,R0009,16.07,154.61,132.04,2024-03-08,0,0,4,3,Zone_3,12971,2.11,38.0,Business,2.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,4.890649834884672,2.837322536806349,12.434226956268734,0,Diya Patel,42,0,Ahmedabad,2019-12-15,172,21,4.11,Medium,0.37720930232558136,5.327848837209302,2431,0.12209302325581395
T00404,R0266,9.9,93.13,150.23,2023-05-02,0,0,1,5,Zone_4,4038,2.46,48.2,Business,2.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,5.018801856762649,2.388762789235098,9.650388593212192,0,Diya Reddy,29,2,Chennai,2020-09-25,98,13,3.9,Low,0.7445918367346939,12.729081632653061,2146,0.1326530612244898
T00405,R0079,6.74,35.29,90.18,2024-03-01,0,0,4,3,Zone_4,4038,2.46,48.2,Business,2.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,4.512835574785296,2.046401687601636,5.940538696111658,0,Ishaan Nair,25,1,Bengaluru,2020-09-23,146,28,4.92,Low,0.24972602739726027,4.194589041095891,2148,0.1917808219178082
T00406,R0283,11.86,115.04,274.75,2024-02-27,0,0,1,2,Zone_1,4921,2.43,30.9,Residential,2.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,5.619494658133612,2.554121718809473,10.725670142233538,0,Diya Nair,19,1,Surat,2023-06-15,245,45,3.55,Medium,0.22844897959183674,4.135632653061225,1153,0.1836734693877551
T00407,R0106,16.11,85.39,157.69,2024-05-08,0,0,2,5,Zone_1,4921,2.43,30.9,Residential,2.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,5.066952613574751,2.839663087904102,9.240670971309388,0,Aarav Patel,32,2,Bengaluru,2021-11-25,6,1,4.03,Low,6.611666666666667,73.10333333333334,1720,0.16666666666666666
T00408,R0132,5.51,42.54,85.51,2024-02-15,0,0,3,2,Zone_5,2590,1.31,43.9,Business,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,4.460260014192283,1.873339456220478,6.522269543648131,0,Aadhya Iyer,23,1,Surat,2022-12-09,484,25,3.32,High,0.1433884297520661,2.2561776859504135,1341,0.05165289256198347
T00409,R0186,11.46,111.49,132.95,2023-10-10,0,0,1,10,Zone_8,4516,1.93,31.0,Business,1.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,4.897466595990617,2.522523513359307,10.558882516630252,0,Ishaan Sharma,18,2,Hyderabad,2020-12-11,373,19,3.26,High,0.18386058981233244,2.5169436997319035,2069,0.05093833780160858
